x;y;z;R;G;B;semantic_label
3.61027598;-1.38892376;-5.82894278;150;109;84;1.000000
4.44703054;-0.14203165;-5.84946060;123;106;82;1.000000
4.02650738;0.31774217;-5.85199594;132;99;74;1.000000
3.05034161;-1.87989974;-5.81927299;167;134;109;1.000000
3.13549638;-0.84052110;-5.83215094;150;109;84;1.000000
2.91028810;-0.73987901;-5.83178711;142;101;76;1.000000
3.83309078;-0.77532005;-5.83773565;138;105;80;1.000000
4.48631859;-1.09185398;-5.83850002;171;130;97;1.000000
3.41196585;-0.78905320;-5.83466721;123;98;73;1.000000
3.65366507;-0.29592550;-5.84216642;173;140;107;1.000000
3.70197010;0.00065974;-5.84600687;138;105;80;1.000000
3.39171648;-1.92435396;-5.82110310;121;104;87;1.000000
3.30140042;-0.48497352;-5.83750010;148;115;91;1.000000
3.13433194;-2.28028202;-5.81511831;142;109;84;1.000000
4.37100410;-1.02186453;-5.83853197;164;123;98;1.000000
4.30201912;0.05192591;-5.85075378;134;101;76;1.000000
3.81992269;-2.09210420;-5.82207394;158;125;101;1.000000
4.54105473;-1.10002208;-5.83878136;157;124;99;1.000000
3.66215682;-0.51707649;-5.83961010;134;101;76;1.000000
3.28173590;-0.57086444;-5.83634901;158;125;92;1.000000
4.24917650;-1.74940014;-5.82908869;135;110;85;1.000000
4.30013132;0.12006460;-5.85154629;148;115;82;1.000000
3.97801232;-2.07352805;-5.82338476;140;99;74;1.000000
4.21995831;-1.73559356;-5.82905006;150;117;92;1.000000
3.60077643;-1.99717486;-5.82168436;124;107;82;1.000000
3.01877165;-1.74265051;-5.82067776;163;130;97;1.000000
4.18963575;-1.61295795;-5.83029127;142;101;76;1.000000
3.69744706;-0.95749295;-5.83464575;153;120;95;1.000000
3.24144888;-1.20606136;-5.82855988;140;98;74;1.000000
3.40144634;-0.24834090;-5.84098864;145;112;87;1.000000
4.19691849;-0.86145341;-5.83922768;158;117;92;1.000000
3.59979248;-1.95393980;-5.82218885;158;117;92;1.000000
4.50325108;-2.10740638;-5.82660866;146;105;80;1.000000
3.88338232;-0.92018485;-5.83636951;142;117;92;1.000000
3.56250215;-0.80816233;-5.83548021;132;107;91;1.000000
3.61116076;-1.46448004;-5.82805490;150;109;84;1.000000
3.92822790;-0.07081813;-5.84672308;127;94;77;1.000000
3.75996685;-0.55455709;-5.83984137;132;91;66;1.000000
4.05336046;-2.00152469;-5.82475615;150;117;92;1.000000
2.97117424;-1.27449763;-5.82588577;150;109;84;1.000000
3.90009665;-1.50246179;-5.82959986;150;109;84;1.000000
4.12730122;-1.73022282;-5.82847452;140;107;83;1.000000
4.48324680;-1.03240657;-5.83918190;158;134;109;1.000000
4.04225874;-1.50665915;-5.83053160;154;113;88;1.000000
4.15003109;-1.79188514;-5.82790232;140;115;90;1.000000
2.84748125;-1.35211635;-5.82411432;138;105;80;1.000000
3.78958535;-1.58130336;-5.82790518;142;109;84;1.000000
4.21557426;-0.99526513;-5.83777428;154;113;88;1.000000
3.68330169;-0.72241724;-5.83732748;142;101;76;1.000000
4.35678768;-1.79868042;-5.82924843;148;115;90;1.000000
4.28683805;-0.39548731;-5.84535837;142;109;84;1.000000
2.82972145;-0.90193748;-5.82931471;163;130;105;1.000000
3.75029659;-1.97242713;-5.82300854;164;123;98;1.000000
3.32330322;-0.37425449;-5.83896017;134;117;92;1.000000
4.36071062;-2.11348891;-5.82555294;163;121;88;1.000000
4.27031898;-1.68329430;-5.83001614;150;109;84;1.000000
4.53608799;-1.05380142;-5.83929348;138;105;80;1.000000
3.91272688;-1.69816077;-5.82737303;138;105;80;1.000000
4.14791012;0.34492841;-5.85315514;173;131;107;1.000000
3.39016247;-1.71312499;-5.82359028;150;117;92;1.000000
3.89396334;0.23370357;-5.85008764;132;99;74;1.000000
4.32148552;-1.71841002;-5.82995415;150;117;92;1.000000
4.46470833;-1.01573241;-5.83925152;134;117;92;1.000000
4.43647385;-0.89435208;-5.84049177;124;107;82;1.000000
3.33182859;-2.16237831;-5.81787539;142;109;84;1.000000
3.81727648;-0.67855704;-5.83877087;115;90;65;1.000000
4.61993313;-2.02915335;-5.82833910;157;124;91;1.000000
3.18102574;-1.90141821;-5.81992006;167;134;109;1.000000
4.13710880;-1.27752137;-5.83389521;146;105;72;1.000000
4.28964376;-0.03727455;-5.84961367;121;88;55;1.000000
4.14584684;-1.82043433;-5.82753563;146;113;88;1.000000
3.80860949;-1.43325388;-5.82978678;138;97;64;1.000000
3.30254626;-1.15496862;-5.82958555;158;117;92;1.000000
3.10653996;-1.63802922;-5.82252121;138;105;80;1.000000
4.54488182;-1.07027054;-5.83915997;154;121;88;1.000000
3.76644778;-0.41585341;-5.84152651;132;99;74;1.000000
2.93128800;-0.89102805;-5.83014441;138;105;80;1.000000
3.57065153;-1.40941036;-5.82842684;156;115;90;1.000000
4.32830000;-1.11953080;-5.83708286;145;120;95;1.000000
3.24731684;-1.45249510;-5.82568598;158;125;92;1.000000
3.34549212;-0.44329196;-5.83829737;175;142;117;1.000000
4.09177542;-1.84975243;-5.82681561;131;115;98;1.000000
4.18438053;-0.96503890;-5.83791637;157;140;116;1.000000
4.11479855;-0.33938724;-5.84483433;158;117;92;1.000000
4.25505781;-2.07438755;-5.82528639;180;156;139;1.000000
3.12597990;-1.64034021;-5.82262754;142;109;84;1.000000
3.72465825;-0.33133227;-5.84223747;164;131;107;1.000000
4.61004400;-1.78430843;-5.83116579;158;117;92;1.000000
3.84618568;-0.64816868;-5.83932972;146;105;80;1.000000
4.30204773;-0.40658244;-5.84533215;140;107;82;1.000000
4.27562141;-0.23486306;-5.84717989;173;140;115;1.000000
2.91558695;-1.30210996;-5.82517529;158;117;92;1.000000
3.87225366;-0.33736765;-5.84318495;135;102;77;1.000000
4.07491016;0.15220311;-5.85037184;150;109;84;1.000000
3.96653652;-0.21545112;-5.84527683;130;97;80;1.000000
3.09555101;-1.93209422;-5.81896782;150;109;76;1.000000
3.90492344;-0.78122318;-5.83816147;134;101;84;1.000000
3.65116882;-0.40912139;-5.84081078;115;91;74;1.000000
4.23724794;-1.72636044;-5.82927895;150;117;92;1.000000
4.10727978;-1.09581602;-5.83583784;150;109;84;1.000000
4.22643995;-1.91641283;-5.82695675;140;99;74;1.000000
3.69003582;-0.99904931;-5.83410311;134;101;68;1.000000
3.86608100;-1.92729640;-5.82434177;148;107;82;1.000000
3.73556376;-1.20659041;-5.83196306;123;106;82;1.000000
3.10933638;-1.10839093;-5.82880306;142;109;84;1.000000
4.60191250;-0.80268025;-5.84271717;146;105;80;1.000000
3.85160995;-1.57140326;-5.82845020;138;105;80;1.000000
3.05444837;-1.29598582;-5.82620573;158;117;84;1.000000
3.10142231;-1.54760003;-5.82355499;146;113;88;1.000000
3.79318261;-1.68140519;-5.82674599;140;99;74;1.000000
4.17011166;-0.60543907;-5.84207010;124;91;58;1.000000
3.85176563;-1.80618167;-5.82567501;125;101;84;1.000000
3.47124290;-0.17316607;-5.84235907;138;97;72;1.000000
3.97664762;0.10886570;-5.84918165;148;131;114;1.000000
3.25893950;-1.19459343;-5.82881594;154;113;88;1.000000
4.23234749;-0.00220954;-5.84963274;135;102;77;1.000000
4.19774199;0.29784209;-5.85294199;167;134;109;1.000000
4.10832977;-1.12981617;-5.83544302;154;113;88;1.000000
4.05525589;-0.23613021;-5.84564447;127;94;70;1.000000
3.87945461;-2.25723696;-5.82053232;157;132;107;1.000000
3.97426319;0.06746911;-5.84867573;154;121;97;1.000000
4.46620655;-1.87704051;-5.82907677;150;117;92;1.000000
4.01758432;-0.14489719;-5.84646320;161;110;93;1.000000
3.09957123;-1.35985780;-5.82576180;142;101;76;1.000000
4.19787693;-1.42838216;-5.83253098;154;121;88;1.000000
3.91483879;-1.27175784;-5.83242941;138;105;80;1.000000
3.68228340;-0.83911139;-5.83594084;142;101;76;1.000000
3.99754667;-0.52113557;-5.84187651;148;107;74;1.000000
3.76082897;-2.13845658;-5.82111835;127;94;69;1.000000
3.41655612;-2.01473951;-5.82020569;158;125;92;1.000000
3.59397340;-1.81628764;-5.82377625;146;105;80;1.000000
3.62675500;-1.87381184;-5.82332230;156;115;90;1.000000
3.43040419;-1.48204780;-5.82660007;145;112;87;1.000000
3.09505796;-1.87085843;-5.81968880;145;112;87;1.000000
3.80507874;-0.29666525;-5.84320259;150;117;92;1.000000
4.37341690;-1.30943131;-5.83514833;146;105;80;1.000000
4.18189287;-0.40444949;-5.84452820;150;109;84;1.000000
3.27666712;-0.80419558;-5.83355474;142;101;68;1.000000
3.55563474;-0.51953202;-5.83884573;134;101;76;1.000000
4.38741922;-1.29379416;-5.83543015;175;142;109;1.000000
3.00955749;-1.37637997;-5.82494593;154;113;88;1.000000
3.40131855;-2.14538836;-5.81855583;158;117;92;1.000000
4.21212149;-1.62211668;-5.83033800;134;109;84;1.000000
3.09757757;-0.65161586;-5.83412313;156;115;90;1.000000
3.81176233;-1.97540796;-5.82339764;140;107;82;1.000000
2.84024334;-1.14484310;-5.82651520;140;115;91;1.000000
4.40755272;-1.54784191;-5.83256483;167;134;109;1.000000
3.91237211;-1.09987354;-5.83444500;154;121;97;1.000000
4.15430307;0.07349855;-5.84998941;154;121;97;1.000000
3.57776666;-0.54475439;-5.83870029;124;82;58;1.000000
4.05347347;-2.24343610;-5.82189655;125;92;59;1.000000
3.85876989;-0.87237382;-5.83676529;158;125;92;1.000000
3.52238369;-1.86868966;-5.82266283;164;123;98;1.000000
4.28574228;-1.41249204;-5.83332491;127;102;77;1.000000
4.22095346;-1.22078741;-5.83514500;154;121;97;1.000000
4.21946955;0.15615241;-5.85141611;138;97;72;1.000000
3.09186840;-1.35857499;-5.82572412;142;109;92;1.000000
4.21184301;0.27503860;-5.85276937;121;97;80;1.000000
4.56941319;-0.95851421;-5.84065008;140;107;90;1.000000
3.97143102;-1.32066214;-5.83224201;142;109;84;1.000000
4.08316278;0.10852993;-5.84991264;163;130;97;1.000000
3.02223301;-1.87725353;-5.81911039;142;109;84;1.000000
3.69265103;-1.97464478;-5.82258463;130;113;88;1.000000
3.88985014;-0.67809594;-5.83927727;148;107;74;1.000000
4.33469009;-1.27018595;-5.83534527;150;117;92;1.000000
4.41994572;-1.78815198;-5.82980919;146;105;80;1.000000
4.59381580;-0.32160723;-5.84835005;138;97;64;1.000000
3.76623774;-2.25128436;-5.81982136;156;123;98;1.000000
4.27755451;0.07128583;-5.85081387;125;101;76;1.000000
4.17842197;-1.14535749;-5.83574295;142;109;84;1.000000
3.38023019;-0.60648316;-5.83660746;111;86;61;1.000000
3.21617079;-0.43073913;-5.83755350;156;123;98;1.000000
3.30851483;-1.29354584;-5.82798815;142;109;84;1.000000
4.10491800;-0.13762544;-5.84715223;138;97;72;1.000000
4.62282562;-0.86110318;-5.84217072;138;105;80;1.000000
4.44059181;-0.91502184;-5.84027624;150;109;84;1.000000
3.71960855;-1.93204093;-5.82327461;156;115;90;1.000000
3.19661856;-1.58426201;-5.82377815;142;109;84;1.000000
4.12095976;-0.67927611;-5.84085798;124;91;58;1.000000
3.69641638;-1.32842088;-5.83025265;157;124;107;1.000000
4.56516695;-0.31597722;-5.84821892;142;101;76;1.000000
3.58350134;-1.96576643;-5.82193661;158;117;92;1.000000
3.94659591;-1.76845908;-5.82677555;127;94;69;1.000000
4.41449451;-0.60058421;-5.84381390;146;105;72;1.000000
3.47018290;-2.20943308;-5.81827354;163;130;97;1.000000
3.71516466;-1.84555328;-5.82426643;131;107;82;1.000000
4.20664454;0.28742522;-5.85288048;157;124;99;1.000000
4.01728487;-0.81622994;-5.83852339;121;87;70;1.000000
4.61170673;-1.68448925;-5.83235788;123;90;65;1.000000
4.08639383;-0.69426638;-5.84044218;142;109;84;1.000000
4.44716930;-0.18991996;-5.84889555;146;105;88;1.000000
3.83610177;0.15387893;-5.84874392;138;97;64;1.000000
4.13696909;-1.24719405;-5.83425283;146;105;80;1.000000
3.92680335;-1.36166918;-5.83144903;138;105;80;1.000000
3.07030153;-2.22535014;-5.81532621;142;101;76;1.000000
3.62011385;-1.96186030;-5.82223558;148;107;82;1.000000
3.58526850;-1.90014267;-5.82272482;158;117;92;1.000000
4.47072649;-0.71550512;-5.84284306;158;125;92;1.000000
4.32892084;-1.66926873;-5.83058643;142;109;92;1.000000
3.82758665;-0.78053743;-5.83763599;142;109;84;1.000000
4.45573902;-0.04227842;-5.85070038;156;123;98;1.000000
4.44015503;-1.84141636;-5.82931852;146;105;80;1.000000
2.93259668;-1.77690709;-5.81967831;163;130;105;1.000000
3.10787249;-1.69323409;-5.82187748;121;97;80;1.000000
4.58483839;-0.26997954;-5.84889841;142;101;68;1.000000
4.30488873;0.11138433;-5.85147667;158;125;92;1.000000
3.23380971;-0.99050927;-5.83105564;123;98;73;1.000000
4.15588570;-0.46066052;-5.84368372;124;91;58;1.000000
3.75625467;-0.11039916;-5.84506798;148;107;82;1.000000
3.94078827;-1.14053214;-5.83416033;142;109;84;1.000000
2.93660808;-1.43030822;-5.82380438;158;117;92;1.000000
4.48779392;-0.24823445;-5.84848642;162;128;94;1.000000
3.63435841;-1.83911777;-5.82378483;158;117;92;1.000000
3.81609583;-1.45808125;-5.82954454;130;88;55;1.000000
3.31490135;-2.10606384;-5.81842422;132;99;74;1.000000
3.17426777;-1.95585191;-5.81923008;124;99;82;1.000000
3.01729798;-1.27137697;-5.82624054;127;110;85;1.000000
3.98267841;-0.08823676;-5.84689283;150;117;92;1.000000
4.02756500;0.37302747;-5.85265684;148;115;91;1.000000
4.30879641;-2.04748034;-5.82597494;158;125;101;1.000000
4.06815434;-1.60165441;-5.82958651;156;123;98;1.000000
4.39614105;-1.66766787;-5.83106899;149;124;107;1.000000
3.49194241;-1.02210414;-5.83246326;115;90;65;1.000000
4.03158045;0.17496888;-5.85034227;157;124;91;1.000000
4.05336094;-1.23673201;-5.83379936;175;142;109;1.000000
4.15613031;0.22618106;-5.85180759;123;106;81;1.000000
4.11895561;-1.08091927;-5.83609486;154;113;88;1.000000
3.53401995;-2.12477827;-5.81971502;148;115;91;1.000000
3.16866112;-1.50657427;-5.82450390;138;105;80;1.000000
3.19324017;-0.85651070;-5.83236074;148;115;91;1.000000
4.00121880;-0.19846842;-5.84571695;142;109;84;1.000000
3.56265092;-0.37226588;-5.84063530;142;125;101;1.000000
3.38967633;-0.92856395;-5.83286428;156;123;98;1.000000
3.26306915;-0.39430913;-5.83830786;158;134;109;1.000000
3.67084146;-1.38848650;-5.82936573;156;115;90;1.000000
3.78653812;-0.95470321;-5.83529329;150;109;84;1.000000
4.55920172;-0.62150013;-5.84456539;158;117;92;1.000000
3.49157333;-1.51358426;-5.82664919;158;125;92;1.000000
3.09114456;-2.14468813;-5.81642342;138;97;72;1.000000
4.23170042;-1.05080819;-5.83722878;138;97;72;1.000000
4.27929306;-2.04327106;-5.82582140;158;125;101;1.000000
4.53828907;-0.83359951;-5.84191275;138;105;80;1.000000
3.07318163;-1.53906035;-5.82346106;150;117;92;1.000000
2.82158422;-0.86662751;-5.82967615;119;94;70;1.000000
4.16533136;-1.89144850;-5.82683039;163;138;113;1.000000
4.29222679;-1.67777312;-5.83023262;131;107;90;1.000000
3.55657911;-0.31596625;-5.84125948;125;109;84;1.000000
3.19094777;-1.50709510;-5.82465172;151;100;66;1.000000
3.66888714;-0.73924005;-5.83702898;107;91;74;1.000000
3.47145605;-2.04556942;-5.82021999;150;109;84;1.000000
4.02057695;-0.87983590;-5.83779383;115;98;82;1.000000
3.65936279;-1.72838223;-5.82526731;146;105;80;1.000000
4.10220480;-1.56001496;-5.83031368;146;113;88;1.000000
4.46434927;-0.19065852;-5.84900522;140;115;98;1.000000
2.88933706;-0.97773868;-5.82882977;148;107;82;1.000000
3.43668556;-0.55195254;-5.83764172;135;110;85;1.000000
3.23823261;-1.58257270;-5.82408571;146;105;80;1.000000
3.18766570;-2.23976111;-5.81596518;142;117;92;1.000000
4.16664934;0.42691284;-5.85425377;148;123;98;1.000000
4.17455482;-1.91833258;-5.82657576;140;107;82;1.000000
4.13359451;-1.92893350;-5.82616806;154;121;97;1.000000
4.16040134;-1.71711278;-5.82885790;132;99;74;1.000000
4.15165043;-1.30340600;-5.83368969;158;117;92;1.000000
4.27274227;-0.28044468;-5.84662151;148;107;82;1.000000
3.85506344;-1.63866472;-5.82767868;148;107;82;1.000000
3.43966293;-1.54821920;-5.82588196;154;121;88;1.000000
4.58644009;-1.84918666;-5.83023596;146;105;88;1.000000
3.41951132;-1.10555840;-5.83097696;154;113;88;1.000000
4.07023382;-0.68558514;-5.84043312;146;105;88;1.000000
4.08680153;-1.40334117;-5.83206034;148;107;82;1.000000
4.46319199;-1.08729756;-5.83839464;157;132;107;1.000000
4.00813389;-1.60205889;-5.82916737;150;109;84;1.000000
3.92733049;-2.24120879;-5.82105207;146;113;88;1.000000
2.96015453;-1.73318386;-5.82038546;161;137;112;1.000000
4.27826166;-0.86238575;-5.83977795;156;123;98;1.000000
3.29054260;-1.63991404;-5.82376862;146;113;88;1.000000
3.98763013;-1.55465674;-5.82958698;142;101;76;1.000000
4.20010853;-0.47243413;-5.84385014;164;131;98;1.000000
4.51622772;-0.81822562;-5.84194231;146;113;97;1.000000
3.92666912;-1.58386111;-5.82882071;138;97;64;1.000000
3.98691463;-0.71585101;-5.83950043;146;105;88;1.000000
4.12783813;-1.55462503;-5.83055449;150;109;84;1.000000
3.71436572;-1.01435733;-5.83408976;118;94;77;1.000000
3.39906573;-0.70166987;-5.83561182;148;115;82;1.000000
4.28679895;-2.00516963;-5.82632399;145;128;104;1.000000
4.46885967;-1.25159872;-5.83649111;157;115;82;1.000000
3.08611321;-1.84165883;-5.81997204;140;99;66;1.000000
3.90822124;0.05528906;-5.84807587;164;131;107;1.000000
3.33401084;-2.30750275;-5.81617451;127;94;78;1.000000
2.92569685;-1.48855472;-5.82304049;163;130;105;1.000000
4.13672161;-0.48387742;-5.84327745;153;128;104;1.000000
3.33826566;-0.43779799;-5.83831263;177;152;128;1.000000
4.13461924;0.20996231;-5.85146761;148;115;91;1.000000
4.46121550;-1.99815917;-5.82761002;134;101;76;1.000000
4.60169840;-1.80128551;-5.83090782;167;134;101;1.000000
3.57431006;-0.71129501;-5.83670712;142;109;84;1.000000
3.19007730;-2.30536366;-5.81520605;151;118;94;1.000000
3.61522174;-0.42691731;-5.84035206;146;105;80;1.000000
4.15557575;-0.47616720;-5.84349871;145;120;95;1.000000
3.93179274;-0.63121063;-5.84012079;146;105;80;1.000000
3.30799651;-1.79231989;-5.82208633;150;109;84;1.000000
4.01890659;-1.69310713;-5.82816553;134;101;76;1.000000
4.31161213;-0.60745877;-5.84302282;163;130;97;1.000000
3.89568257;0.24629323;-5.85024786;138;105;80;1.000000
3.84856701;-0.44805545;-5.84171247;146;113;88;1.000000
3.99807167;-0.21706210;-5.84547567;148;115;90;1.000000
4.55445385;-1.76549149;-5.83100510;148;115;90;1.000000
4.21143341;0.35081121;-5.85366249;142;109;84;1.000000
2.88982487;-0.89223975;-5.82984400;134;100;83;1.000000
3.35588861;-2.23740244;-5.81715441;148;115;91;1.000000
3.63501096;-1.80776727;-5.82416058;149;124;107;1.000000
3.41803336;-0.18009418;-5.84191036;130;97;72;1.000000
3.21529484;-2.01070261;-5.81886435;154;121;88;1.000000
3.24571037;-1.10442388;-5.82979107;131;98;73;1.000000
3.33325124;-2.10396457;-5.81857586;148;107;82;1.000000
3.16120243;-1.86628485;-5.82019901;158;125;101;1.000000
3.11046576;-2.20094395;-5.81589174;173;131;98;1.000000
3.65902615;-0.70368916;-5.83738136;117;101;84;1.000000
4.08345079;0.42866090;-5.85370016;154;113;80;1.000000
4.25982428;-0.72428691;-5.84128380;130;97;72;1.000000
4.61545658;-0.88025379;-5.84189367;151;118;94;1.000000
4.60445213;-1.59209907;-5.83340025;131;98;73;1.000000
4.28824615;0.33967417;-5.85406113;146;105;80;1.000000
3.69881034;-2.08876944;-5.82127762;146;113;88;1.000000
2.99304605;-1.76324368;-5.82025671;158;125;101;1.000000
3.98228288;-1.21573818;-5.83355761;171;138;105;1.000000
3.48475981;-1.60457587;-5.82552624;146;113;88;1.000000
3.66097736;-0.54235941;-5.83930302;130;97;72;1.000000
3.03685570;-1.50868773;-5.82356930;148;123;98;1.000000
4.27765942;-1.64335418;-5.83053923;140;107;82;1.000000
3.63954949;-2.14925981;-5.82015371;138;105;80;1.000000
3.73677778;-0.94581068;-5.83505487;142;109;84;1.000000
3.58838606;-1.23909664;-5.83056307;150;117;92;1.000000
3.98418450;-1.40998304;-5.83127356;146;105;80;1.000000
3.11393309;-0.90679353;-5.83121824;138;105;80;1.000000
3.00262022;-1.15911603;-5.82746649;150;109;84;1.000000
4.13007641;-0.19318822;-5.84666824;142;101;76;1.000000
4.22689819;-1.17428565;-5.83573532;149;116;91;1.000000
3.97280002;-0.59105814;-5.84087896;146;105;80;1.000000
3.91671681;-1.41288376;-5.83077383;115;82;57;1.000000
2.95156789;-1.27084410;-5.82579327;150;109;76;1.000000
3.75317979;-0.93927979;-5.83524513;158;117;84;1.000000
3.56714630;-0.61697412;-5.83777285;115;82;58;1.000000
4.13797140;-1.39452100;-5.83251762;138;97;72;1.000000
4.18551636;-2.16918802;-5.82368565;142;109;84;1.000000
3.00233197;-1.77353048;-5.82019949;146;113;88;1.000000
2.88466859;-0.81142664;-5.83076429;164;140;115;1.000000
3.59045196;-0.79867339;-5.83578539;134;101;76;1.000000
3.76852226;-1.00550222;-5.83456850;125;101;84;1.000000
4.37217331;-1.28596342;-5.83541727;151;118;94;1.000000
4.29672003;-0.85147136;-5.84003496;148;115;91;1.000000
3.43208098;-1.75519300;-5.82338142;158;125;101;1.000000
4.07685041;0.41405299;-5.85348177;154;113;80;1.000000
3.56144738;-0.26750058;-5.84186602;148;115;90;1.000000
3.18088841;-2.37907815;-5.81427097;150;117;92;1.000000
3.84929061;-1.40353453;-5.83041906;161;127;110;1.000000
4.32473660;-0.35124299;-5.84614277;157;132;107;1.000000
3.67798352;-1.82440126;-5.82426023;138;97;72;1.000000
3.33255339;-0.48292422;-5.83773947;157;124;91;1.000000
4.47479248;-1.88299191;-5.82906580;115;99;74;1.000000
3.73294830;-0.78387052;-5.83694363;150;109;76;1.000000
4.30945110;-1.75881505;-5.82939339;164;123;98;1.000000
4.43399382;-0.17439878;-5.84898806;138;105;80;1.000000
3.27012229;-2.28217697;-5.81603289;154;113;88;1.000000
3.22515464;-0.46402177;-5.83722162;167;134;101;1.000000
3.11662483;-2.15499139;-5.81647730;138;105;80;1.000000
4.39659405;-0.22573854;-5.84812260;142;117;92;1.000000
4.17692423;0.42252642;-5.85427284;137;112;87;1.000000
4.33840609;-2.14636469;-5.82501030;138;97;72;1.000000
4.26260090;-1.45108175;-5.83270884;142;101;68;1.000000
3.07116127;-1.78592968;-5.82052755;137;112;87;1.000000
3.98662353;-2.21180630;-5.82180929;125;109;92;1.000000
3.19022655;-1.16377676;-5.82870626;115;99;74;1.000000
4.43470287;-1.47089183;-5.83366203;142;109;92;1.000000
3.97481298;-0.98597229;-5.83622313;164;123;98;1.000000
3.37389684;-0.67370778;-5.83576870;146;105;72;1.000000
3.53837085;-2.15013504;-5.81944513;148;115;91;1.000000
4.24794292;-2.07418537;-5.82523966;180;156;139;1.000000
3.39058948;-1.89300680;-5.82146597;150;117;101;1.000000
4.62616730;-0.33765781;-5.84838343;121;97;80;1.000000
3.26142359;-1.97209632;-5.81963921;167;142;117;1.000000
3.79692197;-0.28899989;-5.84323692;150;117;92;1.000000
3.59971142;-1.84475994;-5.82347918;142;109;84;1.000000
3.65795255;-0.33191052;-5.84177065;163;130;97;1.000000
4.21470118;0.38268811;-5.85406256;142;109;84;1.000000
3.99961710;-2.14463568;-5.82269335;132;115;91;1.000000
3.92376709;-2.04938769;-5.82329559;138;97;72;1.000000
3.95669317;-1.56997371;-5.82919216;132;91;66;1.000000
3.83053112;-0.21029010;-5.84439945;142;109;84;1.000000
4.25548315;0.04727703;-5.85037756;135;102;77;1.000000
3.83818030;-1.95105338;-5.82386827;138;105;80;1.000000
4.23956871;-1.48794460;-5.83211422;168;134;100;1.000000
4.10291719;-1.69515240;-5.82872057;137;112;95;1.000000
3.63183737;-0.72103262;-5.83698893;130;97;64;1.000000
3.37028670;-0.64538789;-5.83607864;146;105;80;1.000000
4.12216568;-1.70864320;-5.82869387;121;97;72;1.000000
4.32810688;-1.52929866;-5.83223581;134;109;92;1.000000
4.21164989;-0.42743465;-5.84446192;148;107;82;1.000000
3.28706360;-1.63795543;-5.82376766;142;109;84;1.000000
4.46128130;-0.51215351;-5.84518242;124;99;74;1.000000
3.07148314;-2.17242575;-5.81595993;134;92;68;1.000000
3.66738868;-2.22717094;-5.81942463;147;114;90;1.000000
2.95327091;-1.10446882;-5.82777214;148;107;82;1.000000
4.01652002;0.12155731;-5.84960699;154;138;113;1.000000
3.91062832;-0.76352757;-5.83840990;142;109;92;1.000000
3.68135667;-2.25808787;-5.81915522;156;123;98;1.000000
3.90091896;0.06719643;-5.84816599;153;128;104;1.000000
4.25650644;0.14565748;-5.85154819;130;97;64;1.000000
3.27283573;-1.81868339;-5.82153225;156;115;90;1.000000
4.23351574;-2.03150702;-5.82564449;165;132;99;1.000000
3.62681913;-0.42718041;-5.84042883;148;107;82;1.000000
4.30655241;-0.70491600;-5.84183550;163;130;97;1.000000
4.32202435;-0.52561462;-5.84406233;146;105;80;1.000000
4.05913925;-0.75134677;-5.83957911;140;115;98;1.000000
3.47044134;-2.28375864;-5.81739616;185;161;136;1.000000
4.16680717;-1.30359530;-5.83379173;163;121;88;1.000000
4.54729080;-0.55278850;-5.84529543;173;140;115;1.000000
4.31941795;0.21375555;-5.85278702;142;101;76;1.000000
4.50928593;-0.91558492;-5.84074306;156;115;90;1.000000
4.04761696;-0.66990650;-5.84046268;132;99;74;1.000000
4.09058905;0.12784456;-5.85019255;167;134;109;1.000000
3.91277075;-1.22710252;-5.83294344;150;109;92;1.000000
4.10776520;0.33059493;-5.85270834;150;109;84;1.000000
4.20393944;-1.77494764;-5.82847452;138;113;88;1.000000
3.45697165;-0.32163772;-5.84050465;154;113;88;1.000000
3.47375941;-0.87946093;-5.83402443;150;109;92;1.000000
2.99582744;-2.00121784;-5.81746197;157;132;107;1.000000
4.14418316;-0.41226590;-5.84417534;156;115;90;1.000000
3.10605669;-0.84020019;-5.83195162;138;105;80;1.000000
3.42539334;-1.74774325;-5.82342386;164;131;107;1.000000
4.29699802;-0.40736017;-5.84528828;140;107;82;1.000000
4.33754730;-1.61740839;-5.83125925;132;99;74;1.000000
4.02084732;-1.24123633;-5.83352184;167;134;101;1.000000
4.14564943;0.04921310;-5.84964228;123;90;65;1.000000
3.52065277;-1.00063169;-5.83291578;134;101;76;1.000000
3.50647020;-0.31294546;-5.84094906;140;99;74;1.000000
3.49986696;-1.51450872;-5.82669544;148;115;82;1.000000
3.29669380;-1.38278818;-5.82685089;124;91;66;1.000000
3.25473762;-1.31691945;-5.82734060;148;115;91;1.000000
4.14148188;-1.62383652;-5.82983017;150;117;92;1.000000
4.20673752;-1.48608565;-5.83190918;164;123;90;1.000000
3.51862097;-2.01659346;-5.82088804;135;118;94;1.000000
4.06692410;-0.82573211;-5.83875322;146;113;88;1.000000
4.24886847;-0.96650034;-5.83834410;163;130;97;1.000000
3.47425866;-2.04050732;-5.82029915;150;109;84;1.000000
3.81196523;-1.97818315;-5.82336617;140;107;82;1.000000
3.20771217;-1.73366904;-5.82208776;168;134;100;1.000000
3.46043730;-0.41606018;-5.83941221;148;115;90;1.000000
3.21538925;-1.11707067;-5.82943249;146;105;80;1.000000
3.83743048;-2.18688393;-5.82107449;169;144;119;1.000000
4.55752420;-1.86694014;-5.82982683;140;98;74;1.000000
4.23978901;-1.71634626;-5.82941484;135;110;85;1.000000
