x;y;z;R;G;B;semantic_label
3.71188784;-2.38012552;-7.00102854;132;99;74;1.000000
-2.76938868;-1.00486028;-4.21023273;94;118;102;2.000000
6.84816170;-0.15446039;-4.37778378;221;221;221;0.000000
0.55702406;-2.34922218;-6.84275532;150;109;84;1.000000
0.39353380;-0.06546649;-5.45481491;221;221;221;0.000000
5.16359997;-2.47568536;-2.63280106;163;130;97;1.000000
0.88543659;-2.35415387;-6.75721169;140;107;82;1.000000
-2.78697562;-0.44552508;-6.55157089;156;164;173;2.000000
-0.44519022;-1.99982250;-3.65187860;105;105;105;5.000000
2.55922675;-2.45550275;-2.20148325;138;105;80;1.000000
1.35196280;-0.10406396;-3.90100932;205;205;205;0.000000
7.76380920;-0.20777972;-5.57107830;154;163;171;2.000000
7.44346237;-0.32136297;-7.06337500;156;164;173;2.000000
-0.09364516;-2.40097904;-3.52097845;59;59;59;3.000000
3.68692732;-2.41136050;-5.27731705;165;132;107;1.000000
1.40210843;-1.89051509;-3.67727757;163;113;88;5.000000
0.57626647;-0.11531743;-2.82517242;221;221;221;0.000000
-1.25435603;-1.42985547;-7.06350565;154;163;171;2.000000
4.85116625;-2.44323134;-4.23020506;146;113;88;1.000000
4.82648611;-2.19849563;-3.98337698;90;90;90;3.000000
7.75173426;-1.82360828;-2.79675436;156;164;173;2.000000
-2.78685832;-1.01045465;-3.12020016;158;167;175;2.000000
3.63768601;-2.38999510;-6.41672230;135;102;77;1.000000
6.73219681;-0.14868829;-4.62631369;224;224;224;0.000000
6.93399715;-0.15430586;-4.43695116;212;212;212;0.000000
6.36827278;-2.47021413;-3.64430404;154;113;88;1.000000
7.25463724;-1.71737587;-2.40878534;182;182;182;4.000000
-2.79716086;-1.91841865;-3.55742693;189;156;148;2.000000
3.47244310;-2.31859183;-5.64570522;113;113;113;5.000000
-2.78044558;-0.52155840;-2.39382696;154;163;171;2.000000
-1.86177611;-2.37342763;-4.10117722;131;106;82;1.000000
-0.05618989;-0.06540616;-5.19265318;206;206;206;0.000000
7.07331419;-2.43080330;-6.22468376;163;130;105;1.000000
-1.51677084;-1.46533394;-7.06354570;154;163;171;2.000000
-2.77685523;-0.44504747;-3.07967591;227;236;236;2.000000
-1.95819807;-0.77272844;-7.05029821;156;164;173;2.000000
4.27589464;-2.38759613;-6.92975616;146;105;72;1.000000
2.37187028;-0.14349458;-2.33773804;223;223;223;0.000000
-2.80154848;-1.90216219;-6.14372826;171;138;130;2.000000
4.43668175;-2.47000074;-2.51587105;142;101;76;1.000000
1.88708973;-2.36810780;-6.57152081;154;121;88;1.000000
4.13958502;-2.38635993;-6.91583061;158;125;101;1.000000
5.93589401;-1.91496491;-6.09860086;62;54;54;5.000000
6.10840845;-0.17252590;-2.94910717;224;224;224;0.000000
5.61610556;-1.73454773;-7.06795549;181;148;140;2.000000
6.68905640;-2.50575328;-1.88210917;154;121;97;1.000000
-2.53164387;-1.85600591;-5.94488239;62;54;54;5.000000
7.13668871;-1.73465693;-1.98112440;167;167;167;4.000000
-2.60661244;-2.38133407;-2.21509314;181;198;181;4.000000
2.74012470;-2.38130522;-6.35520363;164;131;107;1.000000
7.04367304;-0.15348823;-4.54659081;227;227;227;0.000000
1.56705713;-2.44527936;-2.17737770;158;125;101;1.000000
-2.76558733;-0.15003440;-4.87112427;220;220;220;2.000000
2.47799754;-2.42407990;-3.86671448;121;105;88;1.000000
2.51749802;-2.38001537;-6.29263496;115;82;57;1.000000
-1.62846220;-2.38890958;-3.38876700;140;107;82;1.000000
-2.76951337;-2.39738393;-2.24989843;150;109;92;1.000000
3.06335950;-1.91693187;-3.20727515;171;121;97;5.000000
6.74273443;-0.15101856;-4.50456619;201;201;201;0.000000
6.78916979;-0.15223591;-4.46512032;221;221;221;0.000000
3.37381506;-2.19093752;-5.22707367;109;109;109;5.000000
0.22883761;-2.41260362;-3.18398070;167;134;101;1.000000
1.43428648;-2.43980289;-2.39811468;163;130;97;1.000000
2.43175840;-0.07967290;-5.87778711;221;221;221;0.000000
5.82511950;-0.17485915;-2.65376902;219;219;219;0.000000
3.43917203;-2.43881679;-3.62706375;115;90;73;1.000000
7.75160837;-1.37562728;-4.47466946;168;226;250;2.000000
-0.04835590;-2.14322281;-3.51569486;148;107;90;3.000000
0.97526973;-0.08531133;-4.70845890;185;185;185;0.000000
5.61986637;-2.43873739;-4.93107891;146;105;80;1.000000
3.06137586;-1.94140637;-3.27648711;64;64;64;5.000000
6.98129988;-0.15363231;-4.50186634;224;224;224;0.000000
-0.42122528;-2.23988557;-7.07970905;167;142;134;2.000000
-0.48541084;-2.39817262;-3.55480146;158;117;92;1.000000
-1.29501808;-1.25742042;-7.05256081;96;129;72;2.000000
-1.42764294;-2.12962246;-3.35544109;105;88;72;5.000000
7.74564600;-2.10963964;-4.54822493;187;154;146;2.000000
-0.94150633;-2.41100454;-2.58094215;132;91;66;1.000000
5.81285477;-0.09556217;-7.00098562;218;218;218;0.000000
7.53686714;-0.18737164;-2.97704506;224;224;224;0.000000
7.30313253;-2.41849494;-7.03624630;137;120;95;1.000000
3.40098977;-1.29320908;-7.11917305;163;171;171;2.000000
7.03667784;-2.48609447;-3.16682339;138;105;80;1.000000
3.67288971;-2.40375781;-5.68484926;156;123;98;1.000000
2.34896684;-0.10357507;-4.51635170;215;215;215;0.000000
1.80197728;-0.14390358;-1.97891521;221;221;221;0.000000
1.88482654;-1.86242890;-5.50452518;171;113;88;5.000000
-0.02930639;-0.06797630;-5.06739712;212;212;212;0.000000
5.20489788;-1.88950026;-3.29197502;88;97;97;5.000000
-0.84210277;-2.33439994;-6.84622145;138;105;80;1.000000
4.59535980;-2.45188212;-3.60389495;150;109;84;1.000000
6.24653339;-2.45033336;-4.66419220;107;91;74;1.000000
-2.51367044;-0.01299659;-6.62007427;219;219;219;0.000000
-1.64118254;-1.30694735;-7.05266190;207;240;255;2.000000
-1.27299356;-0.10179450;-2.47618341;219;219;219;0.000000
-2.41576338;-0.09423755;-2.21664381;218;218;218;0.000000
7.76158905;-0.90589100;-2.67140388;156;164;173;2.000000
-2.63481784;-2.20749283;-2.39037132;181;198;181;4.000000
-1.92933905;-0.07073881;-3.79415822;221;221;221;0.000000
-0.51933360;-1.90020418;-3.42545915;59;59;59;5.000000
7.06921768;-0.97161007;-7.07404470;156;164;173;2.000000
-1.50495148;-2.35470057;-5.34019661;163;130;105;1.000000
-0.24656168;-1.87756991;-3.41501045;175;125;101;5.000000
6.22903013;-2.40901375;-6.92290306;138;97;64;1.000000
-2.78870153;-1.21716011;-2.93430328;158;167;175;2.000000
3.19736385;-2.45693016;-2.49758434;121;88;55;1.000000
3.56078553;-1.46894598;-7.12822533;163;163;171;2.000000
3.46857953;-0.15642391;-2.27510691;164;164;164;0.000000
2.72949696;-2.38270092;-6.27247095;150;117;92;1.000000
-2.78498936;-1.18815863;-3.00278664;181;139;106;2.000000
-1.50059116;-0.10424440;-2.20731115;222;222;222;0.000000
0.71590728;-1.52194226;-7.36829185;187;153;119;2.000000
3.40112543;-1.96865118;-5.19430542;101;101;101;5.000000
1.77841520;-0.07694183;-5.64210653;217;217;217;0.000000
6.41008759;-2.41109061;-6.91572666;134;101;84;1.000000
1.48391163;-2.35904241;-6.82940292;148;107;82;1.000000
3.12875199;-2.42469954;-4.21427441;158;125;92;1.000000
7.22823429;-2.44904184;-5.31456470;134;101;84;1.000000
3.79161906;-2.42177916;-4.76997852;128;94;77;1.000000
6.81365919;-0.14983355;-4.61150551;146;146;146;0.000000
5.41203356;-2.47628927;-2.74629068;150;117;92;1.000000
-0.52425814;-1.97808599;-3.66265512;109;109;109;5.000000
6.77806091;-2.46307755;-4.27810860;142;109;84;1.000000
5.68406296;-1.66032374;-7.10911465;156;164;173;2.000000
7.03141260;-2.43535995;-5.94972610;146;105;80;1.000000
7.13415813;-0.15219945;-4.67076778;198;198;198;0.000000
-0.10889468;-2.39987087;-3.68381548;142;117;92;1.000000
-0.37710479;-2.35685802;-5.88744545;142;101;76;1.000000
-0.67475611;-0.11903274;-1.88270283;221;221;221;0.000000
1.32721078;-2.37803602;-5.70228195;158;125;101;1.000000
6.60373974;-2.19394350;-5.83818817;90;90;90;3.000000
6.03806162;-1.92293894;-5.72107887;64;55;55;5.000000
-2.80182481;-2.07909560;-5.24663448;171;138;130;2.000000
-2.79967427;-1.77143669;-5.85944748;165;132;124;2.000000
1.68214869;-2.41476965;-3.90794706;148;107;82;1.000000
-1.07446444;-2.37105966;-4.69595528;134;101;84;1.000000
-2.78024983;-0.27461466;-3.75335813;156;164;173;2.000000
-1.03041577;-0.06581482;-4.59516287;218;218;218;0.000000
-1.28917825;-1.85867786;-3.81088519;172;123;98;5.000000
6.88263941;-0.15303491;-4.47642136;187;187;187;0.000000
-2.58245444;-2.11003089;-2.38876438;181;198;181;4.000000
4.87320518;-2.46538687;-3.02691984;175;142;117;1.000000
2.68496466;-2.38271213;-6.24526167;154;113;80;1.000000
7.75137758;-1.41729820;-4.35736942;157;214;239;2.000000
-2.78407764;-0.13777976;-6.74094152;157;165;173;2.000000
6.95097828;-2.42765856;-6.32521009;154;113;88;1.000000
2.77398467;-0.39050284;-7.05413628;154;163;171;2.000000
4.95771074;-2.45310616;-3.75111580;150;109;84;1.000000
7.33803177;-2.50210929;-2.46528578;138;97;64;1.000000
7.72879219;-2.47171450;-2.52815437;173;140;132;2.000000
4.29069138;-1.19183743;-7.12495661;183;183;191;2.000000
5.70947981;-2.41556096;-6.25667715;158;125;101;1.000000
1.31464648;-0.05718887;-6.45305204;215;215;215;0.000000
7.75318193;-1.72637737;-2.55437040;158;167;175;2.000000
3.79860497;-1.51327920;-7.12954283;167;167;167;2.000000
6.79815769;-0.15145767;-4.51316404;222;222;222;0.000000
5.86428785;-2.41411829;-6.42729521;154;121;88;1.000000
5.01237679;-1.33604634;-7.12354183;187;187;187;2.000000
6.95669222;-0.15045761;-4.66166210;221;221;221;0.000000
-1.42936528;-2.36813760;-4.64694548;140;107;82;1.000000
-2.78839874;-1.06657183;-3.65959787;154;163;171;2.000000
-2.78631663;-0.85901886;-5.71641350;203;161;128;2.000000
5.92444468;-2.47314358;-3.22148657;165;132;107;1.000000
-1.84933782;-2.32317209;-6.86823177;140;107;74;1.000000
-1.00755167;-2.32902980;-7.04344940;142;109;84;1.000000
3.54019427;-2.06343102;-7.08546162;158;124;124;2.000000
1.00623786;-1.48477268;-1.79993916;255;152;152;2.000000
1.05623174;-2.36634421;-6.18697262;150;109;84;1.000000
7.28681469;-0.15986818;-4.33974838;224;224;224;0.000000
2.02029371;-0.09100483;-5.01263237;232;232;232;0.000000
7.45853376;-1.71663749;-3.21890616;191;191;191;4.000000
5.39297962;-1.63814604;-7.11656713;196;196;196;2.000000
-2.66091347;-1.77862382;-2.01403522;180;197;180;4.000000
-2.79582882;-1.63876379;-4.46711540;158;167;175;2.000000
3.92102790;-2.45113230;-3.24153447;142;117;92;1.000000
-2.18584466;-0.43875518;-7.04387712;156;164;173;2.000000
4.89598274;-2.00156832;-7.08740473;187;154;146;2.000000
-2.79430628;-1.14076006;-6.57036829;157;165;173;2.000000
5.20610809;-0.17684862;-2.17912483;222;222;222;0.000000
1.71726549;-2.44500208;-2.28055573;165;140;116;1.000000
4.35564756;-2.18867302;-3.47123241;183;134;109;3.000000
-2.43787384;-0.43101263;-7.04317570;156;164;173;2.000000
2.19128132;-0.09951723;-4.64613056;188;188;188;0.000000
1.41008258;-2.38070822;-5.60518694;158;125;92;1.000000
7.74500132;-2.03896546;-5.33430195;189;156;148;2.000000
0.66533577;-1.27857542;-7.33905602;242;184;127;2.000000
-1.35220623;-0.03011194;-6.36579418;218;218;218;0.000000
6.78359175;-0.15364754;-4.38431883;221;221;221;0.000000
-1.03323281;-2.41026378;-2.56748676;142;109;92;1.000000
7.75886106;-1.19269586;-2.51169825;156;164;173;2.000000
5.02877235;-2.46592283;-3.08933520;150;109;84;1.000000
5.43417978;-1.95914912;-3.40218210;62;54;54;5.000000
5.54761457;-0.37536913;-7.06008291;157;165;173;2.000000
7.76092052;-0.70063424;-4.27359104;156;164;173;2.000000
-2.78776336;-0.75498962;-5.15502548;154;163;171;2.000000
5.58126163;-2.47569394;-2.87886238;167;125;92;1.000000
7.75275564;-1.40985143;-4.68277836;154;163;171;2.000000
4.29385042;-1.28764701;-7.12107515;178;178;186;2.000000
5.45100498;-2.22915077;-7.09267569;184;151;143;2.000000
1.44101179;-1.76015985;-7.07428217;191;158;150;2.000000
7.76082993;-0.56792104;-5.11608505;158;167;175;2.000000
-2.78432608;-0.75694788;-3.19323635;157;165;173;2.000000
0.56620359;-1.57674742;-7.34422112;239;181;124;2.000000
1.48452377;-2.36756444;-6.36527395;164;123;98;1.000000
-0.09068409;-2.39404869;-3.53714085;68;68;68;3.000000
6.97730303;-0.15325586;-4.52016544;221;221;221;0.000000
-2.77185130;-1.72551608;-2.54250813;173;148;140;2.000000
1.70876193;-1.60801864;-7.07329798;154;163;171;2.000000
5.71984053;-2.47714663;-2.88088846;148;115;91;1.000000
-2.75168371;-0.21331508;-4.06766510;214;214;214;2.000000
0.32178581;-0.03738680;-6.95441246;211;211;211;0.000000
-2.78724241;-1.39367473;-3.05605268;203;161;128;2.000000
7.64486170;-0.12458210;-6.48879242;219;219;219;0.000000
5.31785536;-1.95161116;-3.74748945;62;54;54;5.000000
3.28339028;-1.65572536;-7.07767057;156;164;173;2.000000
3.50838351;-2.44243693;-3.47041512;138;105;80;1.000000
6.97064400;-0.19079410;-2.45487928;224;224;224;0.000000
-1.48329210;-2.37830544;-4.05676174;138;105;80;1.000000
-1.02629542;-2.38430071;-3.99728131;138;105;88;1.000000
-2.79198003;-1.61454487;-2.42741346;158;167;175;2.000000
4.92129087;-0.47007120;-7.06035566;158;167;175;2.000000
-2.79823542;-2.23254585;-2.29511309;191;158;150;2.000000
6.81223202;-0.15189034;-4.49772072;212;212;212;0.000000
-2.79707050;-1.43578088;-6.38160801;157;165;173;2.000000
5.39605141;-2.43165159;-5.18809509;142;101;76;1.000000
-1.75126219;-2.32725120;-6.70216990;146;105;80;1.000000
7.20635843;-2.46568537;-4.38775349;164;123;98;1.000000
7.75699043;-1.06822407;-4.31387520;156;164;173;2.000000
-2.68989015;-0.70919931;-7.04753494;154;163;171;2.000000
-2.58046341;-2.32504940;-6.33357859;146;105;80;1.000000
-1.29997945;-2.41892815;-1.93424273;158;117;92;1.000000
0.16327755;-0.04766856;-6.29621696;221;221;221;0.000000
3.44281912;-2.40648270;-5.39816761;148;107;74;1.000000
7.07841921;-1.22376275;-7.07852793;156;164;173;2.000000
5.60005236;-2.41991448;-5.95300198;149;124;99;1.000000
1.62970126;-2.38234115;-5.64486456;150;117;92;1.000000
7.45032692;-2.45904016;-4.89666319;150;109;84;1.000000
-0.56523085;-2.24838185;-7.07953644;187;154;146;2.000000
-1.47457683;-1.85751796;-3.76512194;222;173;148;5.000000
6.69459248;-0.15449362;-4.28531265;221;221;221;0.000000
2.38423896;-1.05806303;-7.11273336;156;156;164;2.000000
-0.25051692;-0.04728562;-6.07301474;206;206;206;0.000000
0.57685673;-1.62640750;-7.36614323;241;183;125;2.000000
-1.25357056;-1.65612400;-7.06087685;181;148;140;2.000000
-2.75707293;-1.75026536;-1.92114162;173;173;173;2.000000
0.03017155;-0.08243621;-4.30844641;212;212;212;0.000000
5.18995285;-2.27662730;-3.87128091;113;113;113;5.000000
-0.42573759;-1.98284113;-5.84784079;97;97;97;5.000000
3.74980497;-2.40103912;-5.87958431;142;109;84;1.000000
-1.83704126;-1.11006737;-7.05654049;154;163;171;2.000000
-2.78635120;-0.81870353;-3.97451282;156;164;173;2.000000
3.41805196;-2.42564559;-4.33501053;142;109;84;1.000000
1.91257906;-2.43418050;-2.98483610;148;115;82;1.000000
7.76141691;-0.97086644;-2.38280821;158;167;175;2.000000
3.56090832;-2.39932394;-5.86041546;163;130;105;1.000000
-0.51179194;-0.08428697;-3.88691664;187;187;187;0.000000
7.11213541;-1.37466240;-7.08127403;158;167;175;2.000000
2.93197942;-2.37497687;-6.81623745;146;105;80;1.000000
6.19902563;-2.41945601;-6.33172417;167;134;109;1.000000
0.43799439;-2.37649751;-5.28614855;173;132;107;1.000000
2.46797562;-0.07273758;-6.28000736;193;193;193;0.000000
-0.59357840;-1.98599064;-5.57578754;82;82;82;5.000000
2.12089276;-0.06528132;-6.48458624;223;223;223;0.000000
-1.69071019;-0.07565647;-3.66497326;224;224;224;0.000000
0.71899772;-1.43652964;-7.35875607;9;9;9;2.000000
-1.44992113;-1.08594751;-7.05698061;156;164;173;2.000000
-2.79868579;-1.81329238;-5.04889965;157;132;124;2.000000
1.49922061;-2.43354154;-2.77746344;164;123;98;1.000000
1.39179492;-1.93715036;-3.40722728;82;82;82;5.000000
3.27980208;-2.46924090;-1.87472773;158;117;92;1.000000
7.12692881;-2.46040320;-4.63090563;138;97;72;1.000000
3.72720003;-2.03249431;-7.08533335;165;140;132;2.000000
5.16072273;-1.94420528;-2.95368385;175;125;101;5.000000
7.75156212;-1.57633102;-4.36766243;158;167;175;2.000000
-0.55057675;-2.40004706;-3.41342258;148;107;82;1.000000
2.76630759;-1.91230142;-3.28619146;171;121;97;5.000000
3.45611739;-1.88066483;-5.43066168;175;125;101;5.000000
1.40806973;-2.12236190;-7.32618093;194;161;153;2.000000
2.66018844;-0.13846719;-2.78401470;172;172;172;0.000000
2.38110662;-2.41779995;-4.15229750;164;123;98;1.000000
2.38925004;-2.40213060;-5.01120329;132;107;82;1.000000
6.04307795;-1.93960369;-5.47939730;92;92;92;5.000000
0.31428769;-2.38146901;-4.94410706;148;115;90;1.000000
1.00088763;-1.58190191;-7.36616421;231;174;124;2.000000
-0.39510101;-2.40314674;-3.33496141;134;101;76;1.000000
-2.05181932;-2.36339808;-4.53978062;163;130;97;1.000000
4.98098087;-0.16111387;-2.91028881;224;224;224;0.000000
-0.67308259;-0.05846614;-5.20962906;222;222;222;0.000000
7.00431156;-2.43742299;-5.82046080;154;121;97;1.000000
0.04420000;-2.42963886;-2.13949490;138;105;80;1.000000
2.39854503;-2.33437181;-5.51007843;115;115;115;3.000000
-2.08801174;-2.40858507;-2.03708506;156;123;98;1.000000
5.60682058;-1.95092034;-4.83324432;146;97;80;3.000000
1.18952382;-0.05956654;-6.24864006;187;187;187;0.000000
6.56732464;-1.93338037;-5.46007061;91;66;58;5.000000
-2.48786092;-1.77954245;-1.80927944;183;150;142;2.000000
4.41306400;-2.46598268;-2.72258854;131;107;82;1.000000
5.24362087;-1.97260606;-3.11663985;76;76;76;5.000000
3.65942740;-2.46126199;-2.53218842;158;142;117;1.000000
7.72999525;-2.39126682;-5.36604023;182;148;148;2.000000
-1.31004846;-2.17200327;-3.62968946;109;92;84;5.000000
1.03745484;-2.42169023;-3.15315509;142;101;76;1.000000
4.93007565;-0.09968048;-6.25378275;224;224;224;0.000000
2.81924200;-2.40900612;-4.88835716;146;105;80;1.000000
0.41584578;-2.43817902;-1.88993406;138;105;80;1.000000
7.76483345;-0.62191480;-2.52256823;154;163;171;2.000000
-0.52281475;-2.36719918;-5.23356915;132;99;74;1.000000
7.75827932;-0.98779458;-4.06220293;156;164;173;2.000000
-0.68667811;-1.91822362;-7.07342100;178;153;145;2.000000
-0.09457642;-0.09850833;-3.35222673;224;224;224;0.000000
5.41002750;-2.40834594;-6.47293234;154;121;97;1.000000
5.79041052;-2.42146945;-5.97993803;158;125;92;1.000000
-1.19039059;-2.40878773;-2.55575657;127;110;93;1.000000
7.10596466;-0.11942825;-6.45368958;218;218;218;0.000000
7.76051521;-0.93231803;-3.12431860;157;165;173;2.000000
5.48537731;-2.49190617;-1.93196869;149;132;116;1.000000
-1.65614307;-2.35679698;-5.13583088;142;101;76;1.000000
7.63836718;-2.42418003;-6.92197084;150;117;92;1.000000
-0.99533707;-2.39326668;-3.52318478;143;110;85;1.000000
1.74575329;-2.42799091;-3.22449708;138;105;80;1.000000
1.28859437;-0.07390922;-5.51951647;221;221;221;0.000000
5.42876816;-2.17825246;-5.04999638;107;107;107;3.000000
6.07896042;-2.47477412;-3.22313809;154;113;88;1.000000
-2.77983737;-0.32383403;-3.22591543;156;164;173;2.000000
5.98405790;-2.44537640;-1.84405470;187;154;146;2.000000
7.74540854;-2.24910426;-3.85141087;183;150;142;2.000000
-2.78111649;-0.88143116;-2.63181162;184;135;102;2.000000
2.16699314;-0.10586260;-4.28332233;221;221;221;0.000000
7.26885080;-1.57414508;-2.38069773;161;161;161;4.000000
-2.80080318;-2.28509450;-3.43970537;171;138;130;2.000000
-1.70607615;-2.30201507;-3.97358966;97;64;55;5.000000
-2.71456933;-0.07704696;-2.98425245;227;227;227;0.000000
-2.40430617;-1.26357901;-7.05480480;204;136;102;2.000000
5.07792759;-2.45338225;-3.80695581;153;128;104;1.000000
-2.78554416;-0.39932466;-6.01464176;156;164;173;2.000000
0.62433255;-2.38320804;-5.02391052;142;101;76;1.000000
7.03539228;-0.15051024;-4.70523453;215;215;215;0.000000
-2.77221513;-1.00516868;-5.28230524;230;206;181;2.000000
-1.97970140;-2.39541936;-2.82392836;140;115;98;1.000000
7.75613546;-0.91812283;-4.63182449;172;223;255;2.000000
0.11055401;-2.16049027;-3.37730312;117;76;68;3.000000
5.99293566;-2.43738556;-5.22552061;130;97;72;1.000000
5.26446629;-1.94211900;-3.12952948;167;117;101;5.000000
6.75558233;-0.15556026;-4.26274681;224;224;224;0.000000
-2.80211234;-2.17115569;-4.86136484;175;142;134;2.000000
-2.80333424;-2.15581679;-5.64600325;163;138;130;2.000000
7.28095341;-0.14655206;-5.06753254;222;222;222;0.000000
-2.51495361;-0.50339872;-7.04428434;156;164;173;2.000000
-1.01543593;-0.03544221;-6.27186251;216;216;216;0.000000
7.56721115;-1.31925285;-5.01821661;141;90;90;4.000000
4.35302973;-1.40435231;-7.12885714;158;167;175;2.000000
2.92807198;-1.94299340;-3.43791437;69;69;69;5.000000
5.43518543;-1.38422179;-7.13092613;183;183;191;2.000000
5.77468967;-1.53941917;-7.13443327;167;167;167;2.000000
3.49080706;-0.68407834;-7.11114883;220;220;220;2.000000
0.33569881;-0.09549315;-3.77178645;224;224;224;0.000000
-0.65890038;-2.41357589;-2.60658598;163;130;105;1.000000
7.75377369;-1.06064522;-6.18516207;158;167;175;2.000000
-0.07823234;-2.35735750;-6.03642464;178;144;110;1.000000
4.59323549;-2.46801400;-2.71739531;140;107;74;1.000000
1.09513760;-1.92963243;-7.32206869;186;153;145;2.000000
1.64602566;-2.41776824;-3.72329617;156;123;98;1.000000
4.08322382;-1.55366528;-7.13089514;167;167;167;2.000000
4.49942017;-0.10126345;-5.91263008;216;216;216;0.000000
6.80717945;-1.36432433;-7.08040762;157;165;173;2.000000
2.19738746;-0.69510603;-7.09271717;208;208;208;2.000000
3.83598781;-0.97472745;-7.12009525;138;138;146;2.000000
0.60298371;-1.27741265;-7.36010599;241;175;125;2.000000
7.54742813;-0.15616687;-4.69685268;205;205;205;0.000000
7.34142494;-1.37156022;-2.72412300;170;161;161;4.000000
7.25519419;-1.43107307;-2.38657093;172;172;172;4.000000
5.21348524;-0.98872715;-7.12342978;138;138;146;2.000000
-1.54112375;-2.37441421;-4.23623848;146;105;80;1.000000
1.35865128;-2.36551046;-6.40347624;140;107;82;1.000000
7.72195721;-2.38945413;-6.89716291;175;142;134;2.000000
6.60792112;-0.80087334;-7.06998920;154;163;171;2.000000
7.57042265;-2.43924856;-6.05438423;172;138;104;1.000000
2.37361860;-2.36868000;-6.82666922;140;99;74;1.000000
5.02776957;-2.41353035;-5.96064615;140;99;74;1.000000
6.70116377;-2.42778540;-6.17075157;115;82;57;1.000000
-1.82056653;-1.85073388;-3.93345094;140;91;74;5.000000
5.45343590;-2.43432069;-5.07538700;138;105;80;1.000000
-2.40853119;-1.84398115;-5.57018709;154;105;88;5.000000
-1.30884314;-2.30148816;-4.08705235;82;57;49;5.000000
4.82850170;-1.93245614;-3.40277338;171;121;97;5.000000
2.32646036;-0.06393425;-6.67988110;185;185;185;0.000000
-2.78379893;-0.39834985;-5.03032970;156;164;173;2.000000
-1.52682745;-2.30287862;-4.03197145;113;72;64;5.000000
6.94585180;-0.15227561;-4.55542612;222;222;222;0.000000
0.22576147;-0.06387086;-5.44339609;220;220;220;0.000000
7.75312948;-1.51559269;-3.83983111;154;163;171;2.000000
6.22467422;-0.18413046;-2.38048506;218;218;218;0.000000
0.11118649;-2.36428571;-5.76778460;150;109;84;1.000000
6.61009741;-2.47442508;-3.55584693;158;125;92;1.000000
2.66100979;-2.37556434;-6.62197590;146;105;72;1.000000
-1.20589709;-0.03417381;-6.22906923;223;223;223;0.000000
-2.50902915;-2.33081913;-1.88146782;180;197;180;4.000000
0.86028874;-2.01540399;-7.36845160;155;155;155;2.000000
-2.54830599;-1.49159896;-2.71576548;226;226;226;4.000000
4.75573826;-1.34680593;-7.12315750;167;175;175;2.000000
0.86201644;-2.37552309;-5.57678032;156;123;98;1.000000
2.74642110;-2.43692207;-3.32401347;142;109;84;1.000000
-2.37750649;-2.37857509;-3.51409864;158;125;101;1.000000
-2.08772945;-2.33745217;-5.94333076;140;99;66;1.000000
7.04946756;-0.41077369;-7.06407452;154;163;171;2.000000
7.75858021;-1.20530808;-2.59570169;154;163;171;2.000000
-0.81681365;-0.11418664;-2.06495762;223;223;223;0.000000
5.59869766;-2.44057012;-4.81790352;167;125;92;1.000000
5.79160976;-0.18794805;-1.91523695;222;222;222;0.000000
-0.29468548;-0.03290445;-6.83667088;227;227;227;0.000000
3.86587715;-2.04772234;-7.08591366;156;131;123;2.000000
5.17721891;-1.92686117;-3.91587448;173;123;98;5.000000
4.20391607;-0.54057229;-7.05999613;156;164;173;2.000000
6.85678482;-0.15344939;-4.43839788;221;221;221;0.000000
-2.53462863;-2.38350606;-3.15057230;146;105;80;1.000000
-1.58380949;-0.05132085;-5.06442547;224;224;224;0.000000
-2.76233602;-0.09314801;-2.07189560;224;224;224;0.000000
4.98307180;-2.40962934;-6.14732838;142;101;76;1.000000
-1.96229422;-0.70029444;-7.04900694;154;163;171;2.000000
0.85640275;-0.07840788;-5.01737118;227;227;227;0.000000
6.70038605;-0.60625029;-7.06675196;154;163;171;2.000000
1.16440129;-2.34987116;-7.16209030;175;142;117;1.000000
4.15719461;-2.45123935;-3.37697506;121;97;80;1.000000
0.43702701;-0.09693961;-3.75216794;221;221;221;0.000000
4.67557001;-2.43233824;-4.72108555;123;90;65;1.000000
6.89467239;-0.15169066;-4.55735016;221;221;221;0.000000
6.78647470;-0.15406914;-4.36286116;223;223;223;0.000000
6.80918264;-0.14938153;-4.63366985;221;221;221;0.000000
-1.33232284;-1.42794466;-7.06329727;158;167;175;2.000000
1.23461998;-2.40986085;-3.91325188;163;130;97;1.000000
6.44614363;-2.00052404;-7.09085894;186;153;145;2.000000
5.82804823;-2.43892002;-5.04392719;146;113;88;1.000000
7.05176353;-0.15224771;-4.61948586;223;223;223;0.000000
7.75610161;-1.33738363;-3.21501470;156;164;173;2.000000
-1.06712329;-0.02130161;-7.01786995;189;189;189;0.000000
2.80190325;-2.46011186;-2.09244156;164;123;98;1.000000
5.04364872;-1.95858550;-3.20263100;84;59;59;5.000000
-1.90258253;-1.81261635;-7.06882763;153;128;120;2.000000
-0.64297342;-2.38926816;-3.95078826;197;164;139;1.000000
6.79665041;-0.14938076;-4.62633133;222;222;222;0.000000
1.04093540;-2.40250063;-4.20333195;156;123;98;1.000000
0.11617038;-0.05194158;-6.03379107;220;220;220;0.000000
5.46202660;-1.95829952;-3.46526527;62;54;54;5.000000
2.04508734;-1.88436222;-5.50242424;105;72;64;5.000000
-2.77164173;-1.67829216;-6.32123709;187;154;146;2.000000
3.57849431;-1.45614874;-7.12803841;157;157;165;2.000000
